id_estado,Fecha,Magnitud,Profundidad,Ubicación,Latitud,Longitud,Tipo,Estatus,Tsunami,Significancia,Fuente
1,1593123704100,3.12,5.43,"18km SSE of Lone Pine, CA",36.4438333,-117.9748333,earthquake,reviewed,0,150,ci
1,1593123428640,2.85,5.52,"18km N of Olancha, CA",36.4428333,-117.9746667,earthquake,reviewed,0,125,ci
1,1593120169018,2.6,1.6,"30 km SSE of Mina, Nevada",38.1406,-117.965,earthquake,reviewed,0,104,nn
1,1593115744627,2.5,11.4,"29 km SSE of Mina, Nevada",38.1472,-117.9726,earthquake,reviewed,0,96,nn
1,1593112004890,3.15,3.75,"17km SSE of Lone Pine, CA",36.4478333,-117.9895,earthquake,reviewed,0,154,ci
1,1593109019210,2.8,7.08,"17km SSE of Lone Pine, CA",36.4508333,-117.9765,earthquake,reviewed,0,121,ci
1,1593108721050,2.85,4.34,"18km SSE of Lone Pine, CA",36.4491667,-117.9718333,earthquake,reviewed,0,125,ci
1,1593102311770,2.78,8.32,"18km SSE of Lone Pine, CA",36.4453333,-117.9633333,earthquake,reviewed,0,119,ci
1,1593098013000,2.8,6.73,"15km SE of Lone Pine, CA",36.4763333,-117.971,earthquake,reviewed,0,121,ci
1,1593093518830,3.05,6.89,"18km NNE of Olancha, CA",36.4395,-117.9603333,earthquake,reviewed,0,143,ci
1,1593081267730,3.47,6.53,"14km SE of Lone Pine, CA",36.4841667,-117.9705,earthquake,reviewed,0,191,ci
1,1593080230600,2.95,6.86,"18km SSE of Lone Pine, CA",36.4441667,-117.968,earthquake,reviewed,0,134,ci
1,1593073110850,2.67,6.71,"18km NNE of Olancha, CA",36.4435,-117.964,earthquake,reviewed,0,110,ci
1,1593067136330,2.64,8.01,"17km SE of Lone Pine, CA",36.467,-117.9535,earthquake,reviewed,0,107,ci
1,1593060155670,2.74,6.79,"18km NNE of Olancha, CA",36.4366667,-117.9625,earthquake,reviewed,0,116,ci
1,1593049821060,2.67,6.44,"18km N of Olancha, CA",36.4431667,-117.9716667,earthquake,reviewed,0,110,ci
1,1593048791160,2.81,11.36,"17km SE of Lone Pine, CA",36.4676667,-117.9475,earthquake,reviewed,0,121,ci
1,1593048770070,2.59,6.35,"15km SSE of Lone Pine, CA",36.4671667,-118.0003333,earthquake,reviewed,0,103,ci
1,1593048355200,2.61,6.63,"16km SE of Lone Pine, CA",36.4668333,-117.9621667,earthquake,reviewed,0,105,ci
1,1593048153365,2.5,5.7,"36 km SE of Mina, Nevada",38.1746,-117.7912,earthquake,reviewed,0,96,nn
1,1593044712921,2.5,3.4,"27 km SSE of Mina, Nevada",38.1578,-118.0051,earthquake,reviewed,0,96,nn
1,1593044101228,2.8,3.5,"27 km SSE of Mina, Nevada",38.1575,-118.0043,earthquake,reviewed,0,121,nn
1,1593043770790,3.43,7.23,"15km SE of Lone Pine, CA",36.481,-117.9736667,earthquake,reviewed,0,186,ci
1,1593035032481,3.0,7.4,"37 km SE of Mina, Nevada",38.1909,-117.7625,earthquake,reviewed,0,138,nn
1,1593033168730,3.73,6.86,"15km SE of Lone Pine, CA",36.4795,-117.9716667,earthquake,reviewed,0,227,ci
1,1593032548087,2.5,1.9,"26 km SSE of Mina, Nevada",38.1698,-117.9929,earthquake,reviewed,0,96,nn
1,1593031781720,2.91,21.42,"13km SSW of Rosedale, CA",35.271,-119.1785,earthquake,reviewed,0,142,ci
1,1593029241620,2.5,2.05,"17km NNE of Olancha, CA",36.4285,-117.9528333,earthquake,reviewed,0,96,ci
1,1593026499860,2.67,6.57,"18km N of Olancha, CA",36.4433333,-117.968,earthquake,reviewed,0,110,ci
1,1593025337850,3.3,8.32,"18km NNE of Olancha, CA",36.4375,-117.933,earthquake,reviewed,0,173,ci
1,1593024953990,2.67,8.23,"19km SE of Lone Pine, CA",36.4495,-117.9403333,earthquake,reviewed,0,110,ci
1,1593023277700,2.6,6.65,"15km SSE of Lone Pine, CA",36.4668333,-118.0006667,earthquake,reviewed,0,104,ci
1,1593023198480,2.71,10.22,"15km SE of Lone Pine, CA",36.4783333,-117.9646667,earthquake,reviewed,0,114,ci
1,1593023139550,3.25,9.45,"14km SE of Lone Pine, CA",36.4845,-117.9735,earthquake,reviewed,0,165,ci
1,1593022838300,3.77,10.23,"15km SE of Lone Pine, CA",36.4806667,-117.9681667,earthquake,reviewed,0,240,ci
1,1593022458060,3.06,7.33,"18km NNE of Olancha, CA",36.439,-117.9518333,earthquake,reviewed,0,149,ci
1,1593022220530,2.6,6.13,"16km SSE of Lone Pine, CA",36.4618333,-117.989,earthquake,reviewed,0,104,ci
1,1593022115130,2.8,2.82,"13km ESE of Mammoth Lakes, CA",37.579,-118.849,earthquake,reviewed,0,127,nc
1,1593021907880,2.65,6.69,"17km SSE of Lone Pine, CA",36.4576667,-117.967,earthquake,reviewed,0,108,ci
1,1593021907355,2.6,9.25,"9 km WSW of Keeler, California",36.4599,-117.9695,earthquake,reviewed,0,104,us
1,1593021559960,4.59,9.62,"19km SE of Lone Pine, CA",36.456,-117.9311667,earthquake,reviewed,0,491,ci
1,1593021418910,2.67,16.36,"15km SSE of Lone Pine, CA",36.4673333,-117.9906667,earthquake,reviewed,0,110,ci
1,1593020824850,2.92,8.47,"18km NNE of Olancha, CA",36.4366667,-117.9381667,earthquake,reviewed,0,138,ci
1,1593020700530,3.49,10.88,"19km SE of Lone Pine, CA",36.4568333,-117.9385,earthquake,reviewed,0,224,ci
1,1593020449240,5.8,4.66,"18km SSE of Lone Pine, CA",36.4468333,-117.9751667,earthquake,reviewed,1,1098,ci
1,1593018688390,2.51,4.9,"18km SSE of Lone Pine, CA",36.4431667,-117.9753333,earthquake,reviewed,0,97,ci
1,1592988626482,2.6,2.0,"27 km SSE of Mina, Nevada",38.1496,-118.0371,earthquake,reviewed,0,104,nn
1,1592968836018,2.9,9.7,"39 km SE of Mina, Nevada",38.1834,-117.7423,earthquake,reviewed,0,129,nn
1,1592960208020,2.95,2.55,"13km WSW of Searles Valley, CA",35.7353333,-117.5436667,earthquake,reviewed,0,135,ci
1,1592954533507,2.6,9.3,"29 km SSE of Mina, Nevada",38.1526,-117.9585,earthquake,reviewed,0,104,nn
1,1592931375240,2.81,4.72,"18km SSE of Lone Pine, CA",36.4468333,-117.9771667,earthquake,reviewed,0,122,ci
1,1592927275235,3.0,6.2,"29 km SSE of Mina, Nevada",38.1302,-118.0185,earthquake,reviewed,0,138,nn
1,1592927090162,2.9,7.5,"28 km SSE of Mina, Nevada",38.1481,-118.0022,earthquake,reviewed,0,129,nn
1,1592894905290,2.88,6.51,"15km SSE of Lone Pine, CA",36.4623333,-117.9933333,earthquake,reviewed,0,128,ci
1,1592894890430,3.15,5.03,"16km SSE of Lone Pine, CA",36.4585,-117.9808333,earthquake,reviewed,0,154,ci
1,1592887593380,3.31,6.88,"29km SE of Bodie, CA",38.0665,-118.7413333,earthquake,reviewed,0,169,nc
1,1592881759980,2.74,10.32,"3km W of Portola Valley, CA",37.3841667,-122.267,earthquake,reviewed,0,173,nc
1,1592880726440,3.66,0.19,"18km SSE of Lone Pine, CA",36.445,-117.9833333,earthquake,reviewed,0,208,ci
1,1592880718480,3.79,4.35,"17km SSE of Lone Pine, CA",36.4465,-117.983,earthquake,reviewed,0,223,ci
1,1592879934760,2.88,6.56,"29km SE of Bodie, CA",38.0461667,-118.7615,earthquake,reviewed,0,128,nc
1,1592876768430,2.83,6.64,"18km SSE of Lone Pine, CA",36.4465,-117.9756667,earthquake,reviewed,0,123,ci
1,1592876389740,2.69,4.82,"17km SSE of Lone Pine, CA",36.4471667,-117.988,earthquake,reviewed,0,111,ci
1,1592875567997,2.5,7.1,"28 km SSE of Mina, Nevada",38.1533,-117.9703,earthquake,reviewed,0,96,nn
1,1592875520105,2.8,6.7,"31 km SE of Mina, Nevada",38.1761,-117.8773,earthquake,reviewed,0,121,nn
1,1592873082450,2.88,5.75,"17km SSE of Lone Pine, CA",36.4448333,-117.9865,earthquake,reviewed,0,128,ci
1,1592872437560,2.95,6.73,"18km SSE of Lone Pine, CA",36.446,-117.9751667,earthquake,reviewed,0,134,ci
1,1592872252730,3.82,3.77,"17km SSE of Lone Pine, CA",36.4503333,-117.9776667,earthquake,reviewed,0,227,ci
1,1592872006470,3.26,7.4,"16km SSE of Lone Pine, CA",36.4545,-117.99,earthquake,reviewed,0,164,ci
1,1592871946390,4.65,2.26,"17km SSE of Lone Pine, CA",36.4466667,-117.984,earthquake,reviewed,0,415,ci
1,1592854237937,3.3,9.1,"29 km SSE of Mina, Nevada",38.1549,-117.9513,earthquake,reviewed,0,168,nn
1,1592843354470,2.6,5.05,"29km SE of Bodie, CA",38.0386667,-118.769,earthquake,reviewed,0,104,nc
1,1592842746746,2.5,11.1,"29 km SSE of Mina, Nevada",38.1412,-117.9826,earthquake,reviewed,0,96,nn
1,1592828323786,2.7,4.3,"32 km SE of Mina, Nevada",38.1799,-117.853,earthquake,reviewed,0,112,nn
1,1592817538193,3.6,8.1,"29 km SE of Mina, Nevada",38.1942,-117.8852,earthquake,reviewed,0,200,nn
1,1592815885535,2.5,2.4,"35 km SSW of Mina, Nevada",38.0851,-118.2086,earthquake,reviewed,0,96,nn
1,1592808962283,3.0,7.5,"33 km SE of Mina, Nevada",38.1755,-117.8384,earthquake,reviewed,0,138,nn
1,1592805137986,2.9,3.1,"40 km SE of Mina, Nevada",38.182,-117.73,earthquake,reviewed,0,129,nn
1,1592798668060,3.0,6.2,"29 km SSE of Mina, Nevada",38.1293,-118.0395,earthquake,reviewed,0,138,nn
1,1592795766915,2.5,4.2,"27 km S of Mina, Nevada",38.1438,-118.0739,earthquake,reviewed,0,96,nn
1,1592789972514,2.8,7.7,"29 km SSE of Mina, Nevada",38.1513,-117.9501,earthquake,reviewed,0,121,nn
1,1592783475945,2.6,11.7,"30 km SSE of Mina, Nevada",38.1376,-117.9731,earthquake,reviewed,0,104,nn
1,1592759608280,2.8,10.59,"4km N of Round Valley, CA",37.4545,-118.5888333,earthquake,reviewed,0,121,nc
1,1592750258298,3.1,10.1,"39 km SE of Mina, Nevada",38.1868,-117.7408,earthquake,reviewed,0,148,nn
1,1592710639513,2.5,11.8,"29 km SSE of Mina, Nevada",38.145,-117.9686,earthquake,reviewed,0,96,nn
1,1592708397081,3.3,5.9,"31 km SE of Mina, Nevada",38.174,-117.8824,earthquake,reviewed,0,168,nn
1,1592704881674,3.5,4.6,"30 km SE of Mina, Nevada",38.174,-117.8862,earthquake,reviewed,0,189,nn
1,1592689884300,2.78,-0.3,"30km SE of Bodie, CA",38.0436667,-118.7491667,earthquake,reviewed,0,119,nc
1,1592681967490,2.73,4.45,"17km NW of Parkfield, CA",36.0015,-120.5671667,earthquake,reviewed,0,115,nc
1,1592671196650,2.6,6.1,"33 km SE of Mina, Nevada",38.1651,-117.8556,earthquake,reviewed,0,104,nn
1,1592671108851,3.2,11.2,"29 km SSE of Mina, Nevada",38.1467,-117.9689,earthquake,reviewed,0,158,nn
1,1592656121719,3.3,6.3,"36 km SE of Mina, Nevada",38.1743,-117.7979,earthquake,reviewed,0,168,nn
1,1592652267447,4.1,5.6,"36 km SE of Mina, Nevada",38.1778,-117.7965,earthquake,reviewed,0,260,nn
1,1592625327590,3.2,10.0,"35 km SE of Mina, Nevada",38.176,-117.8151,earthquake,reviewed,0,158,nn
1,1592624995963,4.2,10.1,"34 km SE of Mina, Nevada",38.1748,-117.8174,earthquake,reviewed,0,271,nn
1,1592609107381,4.0,9.7,"35 km SE of Mina, Nevada",38.1733,-117.8125,earthquake,reviewed,0,247,nn
1,1592602080162,2.8,10.2,"35 km SE of Mina, Nevada",38.1742,-117.8137,earthquake,reviewed,0,121,nn
1,1592599341454,4.9,6.5,"34 km SE of Mina, Nevada",38.1698,-117.8345,earthquake,reviewed,0,384,nn
1,1592582828661,3.0,7.7,"29 km SSE of Mina, Nevada",38.1442,-117.9925,earthquake,reviewed,0,138,nn
1,1592571256570,2.54,2.71,"14km SSW of Searles Valley, CA",35.6466667,-117.4378333,earthquake,reviewed,0,99,ci
1,1592563418768,3.3,11.0,"35 km SE of Mina, Nevada",38.1696,-117.8094,earthquake,reviewed,0,168,nn
1,1592562403704,4.3,11.3,"35 km SE of Mina, Nevada",38.1716,-117.8182,earthquake,reviewed,0,286,nn
1,1592552459270,2.7,8.0,"29 km SSE of Mina, Nevada",38.1476,-117.9595,earthquake,reviewed,0,112,nn
1,1592535938600,2.94,5.54,"12km SE of Mammoth Lakes, CA",37.5525,-118.8888333,earthquake,reviewed,0,138,nc
1,1592526300523,2.7,7.8,"31 km SE of Mina, Nevada",38.1745,-117.875,earthquake,reviewed,0,112,nn
1,1592516237640,2.76,7.06,"23km N of Ridgecrest, CA",35.8293333,-117.6543333,earthquake,reviewed,0,117,ci
1,1592504065200,2.9,2.85,"14km SSW of Searles Valley, CA",35.6458333,-117.4376667,earthquake,reviewed,0,129,ci
1,1592492871947,2.7,5.0,"28 km SSE of Mina, Nevada",38.1504,-118.0007,earthquake,reviewed,0,112,nn
1,1592479394606,2.5,7.8,"34 km SE of Mina, Nevada",38.172,-117.8349,earthquake,reviewed,0,96,nn
1,1592451947642,2.6,8.2,"34 km SE of Mina, Nevada",38.165,-117.8362,earthquake,reviewed,0,104,nn
1,1592451899331,3.3,9.7,"33 km SE of Mina, Nevada",38.1751,-117.8383,earthquake,reviewed,0,168,nn
1,1592440511810,3.18,0.59,"20km NW of Ojai, CA",34.5803333,-119.3893333,earthquake,reviewed,0,170,ci
1,1592426325994,2.9,8.0,"33 km SE of Mina, Nevada",38.1657,-117.8486,earthquake,reviewed,0,129,nn
1,1592426325730,2.6,8.44,"35 km SE of Mina, Nevada",38.1926,-117.7935,earthquake,reviewed,0,104,us
1,1592425923570,2.91,1.84,"25km S of Bodfish, CA",35.3635,-118.48,earthquake,reviewed,0,130,ci
1,1592415302600,3.36,8.23,"8km NE of Alum Rock, CA",37.414,-121.7625,earthquake,reviewed,0,654,nc
1,1592389344910,2.8,9.7,"28 km SSE of Mina, Nevada",38.1595,-117.964,earthquake,reviewed,0,121,nn
1,1592369759944,2.6,11.5,"29 km SSE of Mina, Nevada",38.1456,-117.9805,earthquake,reviewed,0,104,nn
1,1592364674002,2.5,7.8,"33 km SE of Mina, Nevada",38.1641,-117.8491,earthquake,reviewed,0,96,nn
1,1592362176491,2.8,1.8,"30 km SSE of Mina, Nevada",38.13,-117.9927,earthquake,reviewed,0,121,nn
1,1592358528862,2.5,7.5,"33 km SE of Mina, Nevada",38.1672,-117.8475,earthquake,reviewed,0,96,nn
1,1592306251440,2.57,5.86,"18km SSW of Lompoc, CA",34.5076667,-120.564,earthquake,reviewed,0,103,ci
1,1592294394540,2.78,13.41,"22km NNW of Lopez Point, CA",36.1968333,-121.6843333,earthquake,reviewed,0,121,nc
1,1592287102780,3.8,1.34,"13km E of Coso Junction, CA",36.0433333,-117.8073333,earthquake,reviewed,0,224,ci
1,1592286920473,2.7,9.3,"31 km SSE of Mina, Nevada",38.1493,-117.915,earthquake,reviewed,0,112,nn
1,1592249873220,3.0,11.6,"29 km SE of Mina, Nevada",38.1842,-117.8955,earthquake,reviewed,0,139,nn
1,1592240257366,2.9,1.8,"30 km SSE of Mina, Nevada",38.1223,-118.032,earthquake,reviewed,0,130,nn
1,1592218828428,2.5,1.8,California-Nevada border region,38.1506,-118.0429,earthquake,reviewed,0,96,nn
1,1592217158980,2.93,4.82,"28km SE of Bodie, CA",38.0223333,-118.8031667,earthquake,reviewed,0,132,nc
1,1592212356718,3.5,2.7,"29 km S of Mina, Nevada",38.1249,-118.0544,earthquake,reviewed,0,188,nn
1,1592184755662,3.0,12.0,"29 km SSE of Mina, Nevada",38.1434,-117.9788,earthquake,reviewed,0,138,nn
1,1592180876985,3.2,9.0,"29 km SSE of Mina, Nevada",38.1496,-117.9597,earthquake,reviewed,0,158,nn
1,1592175169059,2.5,4.2,"26 km SE of Mina, Nevada",38.1985,-117.9325,earthquake,reviewed,0,96,nn
1,1592072550671,2.6,9.4,"30 km SSE of Mina, Nevada",38.1241,-118.0189,earthquake,reviewed,0,104,nn
1,1592072182970,2.95,4.77,"21km SW of Smith Valley, NV",38.664,-119.5353333,earthquake,reviewed,0,134,nc
1,1592053382579,3.1,9.9,"33 km SE of Mina, Nevada",38.1453,-117.8866,earthquake,reviewed,0,148,nn
1,1592049553193,3.0,6.6,"35 km NE of Benton, California",38.0799,-118.2332,earthquake,reviewed,0,139,nn
1,1592048906708,3.0,6.0,"35 km SSW of Mina, Nevada",38.0849,-118.2321,earthquake,reviewed,0,138,nn
1,1592047999821,3.6,7.1,"35 km SSW of Mina, Nevada",38.0843,-118.2335,earthquake,reviewed,0,199,nn
1,1592044709061,2.6,7.8,"28 km SSE of Mina, Nevada",38.1468,-118.003,earthquake,reviewed,0,104,nn
1,1592030706930,3.14,2.66,"19km ESE of Little Lake, CA",35.9026667,-117.705,earthquake,reviewed,0,154,ci
1,1592030284776,2.7,2.9,"26 km SE of Mina, Nevada",38.197,-117.93,earthquake,reviewed,0,112,nn
1,1592027831827,3.4,9.0,"39 km SE of Mina, Nevada",38.1922,-117.7352,earthquake,reviewed,0,178,nn
1,1592008315781,2.6,7.4,"31 km SE of Mina, Nevada",38.1717,-117.8838,earthquake,reviewed,0,104,nn
1,1591976074144,2.6,7.7,"32 km ESE of Mina, Nevada",38.2318,-117.8018,earthquake,reviewed,0,104,nn
1,1591968952079,2.5,8.6,"31 km SE of Mina, Nevada",38.2241,-117.8116,earthquake,reviewed,0,96,nn
1,1591942779040,2.62,5.26,"28km WNW of Buttonwillow, CA",35.5298333,-119.7331667,earthquake,reviewed,0,106,ci
1,1591935686183,3.1,8.2,"30 km SSE of Mina, Nevada",38.1253,-118.0267,earthquake,reviewed,0,148,nn
1,1591895319791,3.3,2.1,"28 km SSE of Mina, Nevada",38.158,-117.9653,earthquake,reviewed,0,168,nn
1,1591879362646,2.6,8.0,"31 km SE of Mina, Nevada",38.1626,-117.8959,earthquake,reviewed,0,104,nn
1,1591876567437,2.6,7.9,"34 km SE of Mina, Nevada",38.164,-117.8464,earthquake,reviewed,0,104,nn
1,1591876419530,2.9,9.9,"36 km SE of Mina, Nevada",38.1768,-117.7903,earthquake,reviewed,0,129,nn
1,1591871495477,2.5,10.9,"29 km SSE of Mina, Nevada",38.1525,-117.9602,earthquake,reviewed,0,96,nn
1,1591867398916,2.8,4.7,"29 km S of Mina, Nevada",38.1236,-118.0846,earthquake,reviewed,0,121,nn
1,1591864616277,2.7,7.8,"28 km SSE of Mina, Nevada",38.147,-117.9939,earthquake,reviewed,0,112,nn
1,1591863777067,3.3,4.7,"36 km SE of Mina, Nevada",38.1727,-117.796,earthquake,reviewed,0,168,nn
1,1591863773440,3.3,5.1,"36 km SE of Mina, Nevada",38.1771,-117.7979,earthquake,reviewed,0,168,nn
1,1591855598026,3.2,7.9,"31 km SE of Mina, Nevada",38.1613,-117.8989,earthquake,reviewed,0,158,nn
1,1591855584117,2.8,9.8,"40 km ESE of Mina, Nevada",38.1922,-117.7259,earthquake,reviewed,0,121,nn
1,1591853572205,2.5,2.0,"27 km SSE of Mina, Nevada",38.1486,-118.0372,earthquake,reviewed,0,96,nn
1,1591852246837,2.7,1.8,"27 km SSE of Mina, Nevada",38.1504,-118.0341,earthquake,reviewed,0,112,nn
1,1591848852590,3.62,7.81,"23km ESE of Little Lake, CA",35.8353333,-117.6818333,earthquake,reviewed,0,212,ci
1,1591833852050,3.4,8.8,"29 km SSE of Mina, Nevada",38.1527,-117.9521,earthquake,reviewed,0,178,nn
1,1591830198268,3.4,7.6,"31 km SE of Mina, Nevada",38.172,-117.8878,earthquake,reviewed,0,178,nn
1,1591826945752,3.1,10.4,"31 km SE of Mina, Nevada",38.1803,-117.8721,earthquake,reviewed,0,148,nn
1,1591807736165,2.5,2.3,"28 km S of Mina, Nevada",38.1377,-118.0704,earthquake,reviewed,0,96,nn
1,1591795546400,3.27,2.26,"8km SW of Tres Pinos, CA",36.728,-121.3758333,earthquake,reviewed,0,191,nc
1,1591763689628,3.2,8.3,"37 km SE of Mina, Nevada",38.201,-117.7553,earthquake,reviewed,0,158,nn
1,1591742413916,3.4,5.3,"30 km SE of Mina, Nevada",38.1821,-117.8888,earthquake,reviewed,0,178,nn
1,1591715281283,2.5,1.7,"26 km SSE of Mina, Nevada",38.1536,-118.0404,earthquake,reviewed,0,96,nn
1,1591709934522,4.2,11.5,"37 km SE of Mina, Nevada",38.1775,-117.7726,earthquake,reviewed,0,272,nn
1,1591709522500,2.65,8.96,"2km E of Berkeley, CA",37.8695,-122.2486667,earthquake,reviewed,0,270,nc
1,1591697007853,2.7,4.6,"32 km SE of Mina, Nevada",38.1659,-117.879,earthquake,reviewed,0,112,nn
1,1591657074785,2.9,4.9,"30 km S of Mina, Nevada",38.1171,-118.0901,earthquake,reviewed,0,130,nn
1,1591653498910,2.9,11.6,"28 km SSE of Mina, Nevada",38.1521,-117.9838,earthquake,reviewed,0,129,nn
1,1591640251976,2.8,3.4,"27 km SSE of Mina, Nevada",38.1465,-118.0323,earthquake,reviewed,0,121,nn
1,1591628305102,2.6,5.1,"36 km SE of Mina, Nevada",38.1791,-117.7818,earthquake,reviewed,0,104,nn
1,1591618752521,2.6,9.1,"39 km SE of Mina, Nevada",38.1833,-117.7443,earthquake,reviewed,0,104,nn
1,1591606845990,2.89,11.89,"30km SE of Bodie, CA",38.0583333,-118.7325,earthquake,reviewed,0,128,nc
1,1591604569986,3.6,10.8,"29 km SSE of Mina, Nevada",38.1463,-117.9781,earthquake,reviewed,0,200,nn
1,1591589705770,4.29,3.64,"14km S of Searles Valley, CA",35.6376667,-117.4175,earthquake,reviewed,1,426,ci
1,1591587665039,2.9,7.2,"32 km SE of Mina, Nevada",38.2248,-117.8039,earthquake,reviewed,0,129,nn
1,1591587317358,2.8,4.3,"33 km SE of Mina, Nevada",38.2133,-117.7968,earthquake,reviewed,0,121,nn
1,1591586645884,4.8,5.2,"34 km SE of Mina, Nevada",38.2059,-117.7912,earthquake,reviewed,0,378,nn
1,1591582985444,2.5,9.1,"32 km SSE of Mina, Nevada",38.1428,-117.9184,earthquake,reviewed,0,96,nn
1,1591576767118,2.5,6.8,"36 km SE of Mina, Nevada",38.1769,-117.7908,earthquake,reviewed,0,96,nn
1,1591575635601,2.8,8.4,"29 km SSE of Mina, Nevada",38.1418,-118.0044,earthquake,reviewed,0,121,nn
1,1591573941650,2.8,9.6,"39 km SE of Mina, Nevada",38.1837,-117.7444,earthquake,reviewed,0,121,nn
1,1591571126345,2.5,7.8,"37 km SE of Mina, Nevada",38.1978,-117.7569,earthquake,reviewed,0,96,nn
1,1591561136176,3.2,3.4,"32 km SE of Mina, Nevada",38.1568,-117.8885,earthquake,reviewed,0,158,nn
1,1591560435047,2.5,5.5,"28 km SSE of Mina, Nevada",38.1432,-118.0065,earthquake,reviewed,0,96,nn
1,1591537162046,2.5,5.8,"36 km SE of Mina, Nevada",38.1759,-117.793,earthquake,reviewed,0,96,nn
1,1591535604570,3.4,6.77,"29km SE of Bodie, CA",38.0381667,-118.7708333,earthquake,reviewed,0,178,nc
1,1591534684212,2.6,10.2,"29 km SSE of Mina, Nevada",38.1446,-117.9947,earthquake,reviewed,0,104,nn
1,1591528229156,2.6,10.7,"30 km SE of Mina, Nevada",38.1789,-117.8778,earthquake,reviewed,0,104,nn
1,1591521805517,3.5,7.9,"30 km SSE of Mina, Nevada",38.1245,-118.0214,earthquake,reviewed,0,188,nn
1,1591510617272,2.9,3.7,"32 km SE of Mina, Nevada",38.158,-117.8868,earthquake,reviewed,0,129,nn
1,1591510332860,2.5,4.5,California-Nevada border region,38.1444,-118.095,earthquake,reviewed,0,96,nn
1,1591501324120,3.49,2.73,"12km NNW of Coso Junction, CA",36.1478333,-117.9843333,earthquake,reviewed,0,194,ci
1,1591496575640,2.68,3.7,"14km S of Mammoth Lakes, CA",37.5155,-118.9913333,earthquake,reviewed,0,110,nc
1,1591494427530,3.2,12.9,"29 km SSE of Mina, Nevada",38.1485,-117.9773,earthquake,reviewed,0,158,nn
1,1591472076258,2.7,9.5,"30 km SSE of Mina, Nevada",38.1517,-117.9353,earthquake,reviewed,0,112,nn
1,1591457082075,2.5,10.0,"29 km SE of Mina, Nevada",38.2052,-117.8725,earthquake,reviewed,0,96,us
1,1591457066500,2.5,6.3,"28 km SSE of Mina, Nevada",38.1738,-117.9345,earthquake,automatic,0,96,nn
1,1591450803367,2.8,11.5,"30 km SSE of Mina, Nevada",38.1439,-117.9634,earthquake,reviewed,0,121,nn
1,1591448201570,2.6,5.6,"28 km S of Mina, Nevada",38.1373,-118.0668,earthquake,automatic,0,104,nn
1,1591445291140,2.6,15.0,"38 km SE of Mina, Nevada",38.182,-117.7517,earthquake,automatic,0,104,nn
1,1591442412330,2.5,5.8,"27 km SSE of Mina, Nevada",38.1508,-118.0253,earthquake,automatic,0,96,nn
1,1591438384385,3.8,10.1,"36 km SE of Mina, Nevada",38.1747,-117.7984,earthquake,reviewed,0,222,nn
1,1591434068970,2.5,10.4,"35 km SE of Mina, Nevada",38.1702,-117.8108,earthquake,automatic,0,96,nn
1,1591428958380,2.8,3.1,"27 km SSE of Mina, Nevada",38.1505,-118.0311,earthquake,reviewed,0,121,nn
1,1591422079645,3.5,10.2,"29 km SSE of Mina, Nevada",38.1505,-117.9731,earthquake,reviewed,0,189,nn
1,1591410494899,4.1,8.9,"36 km SE of Mina, Nevada",38.1678,-117.8007,earthquake,reviewed,0,260,nn
1,1591398559630,3.16,6.53,"6km E of Interlaken, CA",36.9438333,-121.671,earthquake,reviewed,0,216,nc
1,1591396211542,2.8,5.4,"36 km SE of Mina, Nevada",38.1754,-117.7879,earthquake,reviewed,0,121,nn
1,1591395602690,2.71,2.67,"12km NNW of Coso Junction, CA",36.1513333,-117.9828333,earthquake,reviewed,0,113,ci
1,1591385507778,2.6,5.1,"31 km SE of Mina, Nevada",38.1576,-117.896,earthquake,reviewed,0,104,nn
1,1591379283862,3.3,2.3,"29 km S of Mina, Nevada",38.1255,-118.0951,earthquake,reviewed,0,168,nn
1,1591375147227,3.5,3.3,"38 km SE of Mina, Nevada",38.1774,-117.7625,earthquake,reviewed,0,188,nn
1,1591372562691,2.8,6.4,California-Nevada border region,38.1213,-118.0939,earthquake,reviewed,0,121,nn
1,1591368937081,2.6,4.7,"32 km SE of Mina, Nevada",38.1694,-117.8739,earthquake,reviewed,0,104,nn
1,1591362791495,2.7,2.3,"27 km S of Mina, Nevada",38.1444,-118.0745,earthquake,reviewed,0,112,nn
1,1591355278590,2.5,2.28,"12km NNW of Coso Junction, CA",36.1458333,-117.9873333,earthquake,reviewed,0,96,ci
1,1591293364839,3.2,3.5,"26 km SSE of Mina, Nevada",38.1791,-117.9666,earthquake,reviewed,0,158,nn
1,1591278922708,2.5,8.1,"30 km SSE of Mina, Nevada",38.1269,-118.0184,earthquake,reviewed,0,96,nn
1,1591266448650,3.64,6.01,"14km S of Searles Valley, CA",35.6458333,-117.4233333,earthquake,reviewed,0,212,ci
1,1591260436440,2.68,9.93,"17km SSW of Trona, CA",35.6148333,-117.4206667,earthquake,reviewed,0,110,ci
1,1591253852406,2.6,7.0,"27 km S of Mina, Nevada",38.1455,-118.0661,earthquake,reviewed,0,104,nn
1,1591245466510,3.54,6.34,"18km S of Trona, CA",35.6061667,-117.4083333,earthquake,reviewed,0,200,ci
1,1591242455700,3.1,8.75,"15km S of Searles Valley, CA",35.6313333,-117.421,earthquake,reviewed,0,150,ci
1,1591241951440,2.95,8.84,"19km S of Trona, CA",35.5966667,-117.4016667,earthquake,reviewed,0,134,ci
1,1591241565750,2.53,2.81,"14km SSW of Searles Valley, CA",35.6506667,-117.4501667,earthquake,reviewed,0,98,ci
